,X,Y,Z,val,coord
0,0.0,10.0,5.1020408163265305,0.0,0
1,0.20408163265306123,10.0,5.1020408163265305,0.0,0
2,0.40816326530612246,10.0,5.1020408163265305,0.0,0
3,0.6122448979591837,10.0,5.1020408163265305,0.0,0
4,0.8163265306122449,10.0,5.1020408163265305,0.0,0
5,1.0204081632653061,10.0,5.1020408163265305,0.0,0
6,1.2244897959183674,10.0,5.1020408163265305,0.0,0
7,1.4285714285714286,10.0,5.1020408163265305,0.0,0
8,1.6326530612244898,10.0,5.1020408163265305,0.0,0
9,1.836734693877551,10.0,5.1020408163265305,0.0,0
10,2.0408163265306123,10.0,5.1020408163265305,0.0,0
11,2.2448979591836737,10.0,5.1020408163265305,0.0,0
12,2.4489795918367347,10.0,5.1020408163265305,0.0,0
13,2.6530612244897958,10.0,5.1020408163265305,0.0,0
14,2.857142857142857,10.0,5.3061224489795915,0.0,0
15,3.0612244897959187,10.0,5.3061224489795915,0.0,0
16,3.2653061224489797,10.0,5.510204081632653,0.0,0
17,3.4693877551020407,10.0,5.510204081632653,0.0,0
18,3.673469387755102,10.0,5.714285714285714,0.0,0
19,3.8775510204081636,10.0,5.714285714285714,0.0,0
20,4.081632653061225,10.0,5.918367346938775,0.0,0
21,4.285714285714286,10.0,6.122448979591837,0.0,0
22,4.4897959183673475,10.0,6.326530612244898,0.0,0
23,4.6938775510204085,10.0,6.326530612244898,0.0,0
24,4.8979591836734695,10.0,6.530612244897959,0.0,0
25,5.1020408163265305,10.0,6.73469387755102,0.0,0
26,5.3061224489795915,10.0,6.938775510204081,0.0,0
27,5.510204081632653,10.0,7.142857142857143,0.0,0
28,5.714285714285714,10.0,7.142857142857143,0.0,0
29,5.918367346938775,10.0,7.346938775510204,0.0,0
30,6.122448979591837,10.0,7.551020408163265,0.0,0
31,6.326530612244898,10.0,7.551020408163265,0.0,0
32,6.530612244897959,10.0,7.755102040816327,0.0,0
33,6.73469387755102,10.0,7.755102040816327,0.0,0
34,6.938775510204081,10.0,7.959183673469388,0.0,0
35,7.142857142857143,10.0,7.959183673469388,0.0,0
36,7.346938775510204,10.0,7.959183673469388,0.0,0
37,7.551020408163265,10.0,8.16326530612245,0.0,0
38,7.755102040816327,10.0,8.16326530612245,0.0,0
39,7.959183673469388,10.0,8.16326530612245,0.0,0
40,8.16326530612245,10.0,8.16326530612245,0.0,0
41,8.36734693877551,10.0,8.16326530612245,0.0,0
42,8.571428571428571,10.0,8.16326530612245,0.0,0
43,8.775510204081632,10.0,8.16326530612245,0.0,0
44,8.979591836734695,10.0,8.16326530612245,0.0,0
45,9.183673469387756,10.0,8.16326530612245,0.0,0
46,9.387755102040817,10.0,8.16326530612245,0.0,0
47,9.591836734693878,10.0,8.16326530612245,0.0,0
48,9.795918367346939,10.0,8.16326530612245,0.0,0
49,10.0,10.0,8.16326530612245,0.0,0
50,0.0,9.795918367346939,5.1020408163265305,0.0,0
51,0.20408163265306123,9.795918367346939,5.1020408163265305,0.0,0
